,Utility,Utility_sampled,Best_Utility
0,-3.06055058108608,-0.681979309073225,-0.480985992792385
1,-1.26402046965892,-0.681979309073225,-0.480985992792385
2,-3.10016092484135,-0.681979309073225,-0.480985992792385
3,-1.97394164712854,-0.681979309073225,-0.480985992792385
4,-1.36025968445235,-0.681979309073225,-0.480985992792385
5,-3.11498503006512,-0.681979309073225,-0.480985992792385
6,-0.694472406360521,-0.681979309073225,-0.480985992792385
7,-1.97432283663444,-0.681979309073225,-0.480985992792385
8,-1.16432041014211,-0.681979309073225,-0.480985992792385
9,-0.87247555939971,-0.681979309073225,-0.480985992792385
10,-0.800020349983118,-0.681979309073225,-0.480985992792385
11,-0.863861045051346,-0.681979309073225,-0.480985992792385
12,-1.26969155199228,-0.681979309073225,-0.480985992792385
13,-0.772481962372446,-0.681979309073225,-0.480985992792385
14,-1.56473321828094,-0.681979309073225,-0.480985992792385
15,-1.33178053963557,-0.681979309073225,-0.480985992792385
16,-2.07875377849221,-0.681979309073225,-0.480985992792385
17,-0.917407227099273,-0.681979309073225,-0.480985992792385
18,-1.27024365778642,-0.681979309073225,-0.480985992792385
19,-2.65926964246722,-0.681979309073225,-0.480985992792385
20,-2.22529980065267,-0.681979309073225,-0.480985992792385
21,-1.84269432583097,-0.681979309073225,-0.480985992792385
22,-1.42698487481078,-0.681979309073225,-0.480985992792385
23,-1.06023566209321,-0.681979309073225,-0.480985992792385
24,-2.45400924615532,-0.681979309073225,-0.480985992792385
25,-1.53854099131966,-0.681979309073225,-0.480985992792385
26,-1.68481370826873,-0.681979309073225,-0.480985992792385
27,-0.694874745162406,-0.681979309073225,-0.480985992792385
28,-0.594452949392514,-0.594452949392514,-0.480985992792385
29,-0.978113882446183,-0.594452949392514,-0.480985992792385
30,-1.77833247664214,-0.594452949392514,-0.480985992792385
31,-1.03039725302555,-0.594452949392514,-0.480985992792385
32,-2.36528862437827,-0.594452949392514,-0.480985992792385
33,-2.72999341506932,-0.594452949392514,-0.480985992792385
34,-0.991357456979136,-0.594452949392514,-0.480985992792385
35,-1.11723123322816,-0.594452949392514,-0.480985992792385
36,-1.70332296221124,-0.594452949392514,-0.480985992792385
37,-2.75564506444367,-0.594452949392514,-0.480985992792385
38,-0.555682763527115,-0.555682763527115,-0.480985992792385
39,-1.28706617379055,-0.555682763527115,-0.480985992792385
40,-0.996044648478734,-0.555682763527115,-0.480985992792385
41,-1.83110338370973,-0.555682763527115,-0.480985992792385
42,-1.35274409659687,-0.555682763527115,-0.480985992792385
43,-2.3021136754999,-0.555682763527115,-0.480985992792385
44,-0.688915428672881,-0.555682763527115,-0.480985992792385
45,-0.720796242246744,-0.555682763527115,-0.480985992792385
46,-1.37053605308759,-0.555682763527115,-0.480985992792385
47,-1.49454845235245,-0.555682763527115,-0.480985992792385
48,-0.745813790204342,-0.555682763527115,-0.480985992792385
49,-1.45424839935775,-0.555682763527115,-0.480985992792385
50,-0.638726259472256,-0.555682763527115,-0.480985992792385
51,-1.0297396789661,-0.555682763527115,-0.480985992792385
52,-1.58844996862063,-0.555682763527115,-0.480985992792385
53,-1.34833398903883,-0.555682763527115,-0.480985992792385
54,-4.70237878323106,-0.555682763527115,-0.480985992792385
55,-1.78745466447741,-0.555682763527115,-0.480985992792385
56,-0.681864544003575,-0.555682763527115,-0.480985992792385
57,-0.91305491687132,-0.555682763527115,-0.480985992792385
58,-0.762976480138096,-0.555682763527115,-0.480985992792385
59,-0.837708017042779,-0.555682763527115,-0.480985992792385
60,-3.05968296690116,-0.555682763527115,-0.480985992792385
61,-0.505210535605649,-0.505210535605649,-0.480985992792385
62,-1.86936214117809,-0.505210535605649,-0.480985992792385
63,-0.60013587229637,-0.505210535605649,-0.480985992792385
64,-2.33293307145181,-0.505210535605649,-0.480985992792385
65,-1.40264152071954,-0.505210535605649,-0.480985992792385
66,-1.65834169212066,-0.505210535605649,-0.480985992792385
67,-1.48672370314975,-0.505210535605649,-0.480985992792385
68,-0.721061235215067,-0.505210535605649,-0.480985992792385
69,-0.510013524359504,-0.505210535605649,-0.480985992792385
70,-0.742214718478926,-0.505210535605649,-0.480985992792385
71,-0.536991991204275,-0.505210535605649,-0.480985992792385
72,-1.59301816052887,-0.505210535605649,-0.480985992792385
73,-1.68448619129385,-0.505210535605649,-0.480985992792385
74,-0.632190096367093,-0.505210535605649,-0.480985992792385
75,-0.648067784562426,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
76,-1.05872481425434,-0.505210535605649,-0.480985992792385
